Date,IBM
2002-03-21 00:00:00 UTC,75.465752
2002-03-22 00:00:00 UTC,74.631813
2002-03-25 00:00:00 UTC,73.190048
2002-03-26 00:00:00 UTC,72.723602
2002-03-27 00:00:00 UTC,73.069908
2002-03-28 00:00:00 UTC,73.500999
2002-03-29 00:00:00 UTC,73.500999
2002-04-01 00:00:00 UTC,72.695343
2002-04-02 00:00:00 UTC,71.345482
2002-04-03 00:00:00 UTC,70.645813
2002-04-04 00:00:00 UTC,71.267731
2002-04-05 00:00:00 UTC,68.73053
2002-04-08 00:00:00 UTC,61.776184
2002-04-09 00:00:00 UTC,62.009407
2002-04-10 00:00:00 UTC,62.906948
2002-04-11 00:00:00 UTC,59.500484
2002-04-12 00:00:00 UTC,60.496994
2002-04-15 00:00:00 UTC,60.320313
2002-04-16 00:00:00 UTC,60.921024
2002-04-17 00:00:00 UTC,59.938644
2002-04-18 00:00:00 UTC,62.864567
2002-04-19 00:00:00 UTC,62.899914
2002-04-22 00:00:00 UTC,62.1437
2002-04-23 00:00:00 UTC,61.719677
2002-04-24 00:00:00 UTC,61.133068
2002-04-25 00:00:00 UTC,61.281464
2002-04-26 00:00:00 UTC,59.867981
2002-04-29 00:00:00 UTC,59.288467
2002-04-30 00:00:00 UTC,59.196583
2002-05-01 00:00:00 UTC,59.578213
2002-05-02 00:00:00 UTC,59.26725
2002-05-03 00:00:00 UTC,57.797256
2002-05-06 00:00:00 UTC,53.712288
2002-05-07 00:00:00 UTC,54.065655
2002-05-08 00:00:00 UTC,58.385239
2002-05-09 00:00:00 UTC,56.600761
2002-05-10 00:00:00 UTC,56.423725
2002-05-13 00:00:00 UTC,58.201118
2002-05-14 00:00:00 UTC,60.530876
2002-05-15 00:00:00 UTC,59.836926
2002-05-16 00:00:00 UTC,60.50964
2002-05-17 00:00:00 UTC,60.679588
2002-05-20 00:00:00 UTC,59.801498
2002-05-21 00:00:00 UTC,59.093361
2002-05-22 00:00:00 UTC,59.482849
2002-05-23 00:00:00 UTC,59.730709
2002-05-24 00:00:00 UTC,58.845516
2002-05-27 00:00:00 UTC,58.845516
2002-05-28 00:00:00 UTC,58.123245
2002-05-29 00:00:00 UTC,57.783337
2002-05-30 00:00:00 UTC,58.243607
2002-05-31 00:00:00 UTC,56.968983
2002-06-03 00:00:00 UTC,55.31197
2002-06-04 00:00:00 UTC,56.161724
2002-06-05 00:00:00 UTC,57.039787
2002-06-06 00:00:00 UTC,56.409565
2002-06-07 00:00:00 UTC,55.44651
